Molecule_id,Canonical_SMILES,Source
CHEMBL4294862,CCCC[C@H](NC(=O)[C@@H](Cc1ccc(Br)cc1)NC(=O)[C@@H]1CCCN1C(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,S1
CHEMBL4294863,COc1c(/C=C2\SC(=S)NC2=O)c(NS(=O)(=O)c2cccs2)cc2c1OCO2,S1
CHEMBL4294864,CC(C)n1cc(-c2ncnc3c2cnn3CCN2CCCCC2)cn1,S1
CHEMBL4294951,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H]1CNC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CCC[C@@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NC(CCCCN)CC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCCC(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,S1
CHEMBL4294952,C=CC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,S1
CHEMBL4294953,O=[N+]([O-])c1cc(NC2CCNC2)ccc1CO,S1
CHEMBL4294954,COc1cccc(NC(=O)COC(=O)[C@]23CC[C@@H](C)[C@H](C)[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)c1,S1
CHEMBL4294955,O=S(=O)(c1cccc(F)c1)N1CCN(Cc2c(-c3ccc(Cl)cc3)nc3ccc(-c4ccccc4)cn23)CC1,S1
CHEMBL4294956,CCN(CC)c1nc(N[C@H](C)C2CC2)nc(-c2cccc(Cl)n2)n1,S1
CHEMBL4294957,O=C(NC1CC1)c1cc(Oc2ccc(/C=C/c3ccncc3)cc2)ccn1,S1
CHEMBL4295040,COC(=O)[C@H](Cc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,S1
CHEMBL4295041,C=C1C(=O)[C@]23[C@H](O)[C@H]1C[C@H](O)[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@H]3O[C@@H]2OCCCn1cc(CN2C(=O)S/C(=C/CC)C2=O)nn1,S1
CHEMBL4295042,CCC[C@H](C)Nc1ncc2c(-c3ccc(NC4CCNCC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1,S1
CHEMBL4295043,O=C(O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)Oc2cccc(-c3ccccc3)c2)[C@H]1c1ccccc1,S1
CHEMBL4295044,Cc1ccc2oc(=O)c(C(=O)Nc3c(C#N)cnn3-c3ccccc3)cc2c1,S1
CHEMBL4295123,O=C(c1ccc(OC(F)(F)F)c(Cl)c1)N1CC(OCc2ccc(S(=O)(=O)Nc3ncns3)cc2)C1,S1
CHEMBL4295124,CCCCCCCCc1ccc(C(=O)[C@@H]2CCCN2)cc1.Cl,S1
CHEMBL4295125,Cl.N=C(N)Nc1ccc(Oc2cccc(NC(=O)c3ccc(Cl)c(C(F)(F)F)c3)c2)cc1,S1
CHEMBL4295126,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,S1
CHEMBL4295127,O=Cc1ccc(OCCCCc2cn(CCOCCOCCOc3ccc(-c4cc(=O)c5ccccc5o4)cc3)nn2)cc1,S1
CHEMBL4295128,C[C@H]1[C@H](C)CC[C@]2(C(=O)NCCCCN)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,S1
CHEMBL4295129,COc1c(Br)cccc1C(=O)Nc1cccc(Cl)c1,S1
CHEMBL4295209,COc1cc(C2C(C#N)=C(N)Oc3cc4c(cc32)CCCN4)cc(Br)c1OC,S1
CHEMBL4295210,CN1CCN(CC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)c(=O)n3C)CC1,S1
CHEMBL4295211,CCN1CCN(Cc2ccc(Nc3nccc(-c4cnc(N5CC[C@H](F)C5)c(C#N)c4)n3)cn2)CC1,S1
CHEMBL4295212,Cc1cc(-c2ccc3c(c2)CCC3N2CCC(N(C)C(=O)NCc3cccc(Cl)c3Cl)CC2)ncn1,S1
CHEMBL4295213,OCc1cc2c3ccccc3n(Cc3ccccc3)c2c(-c2c[nH]c3ccccc23)n1,S1
CHEMBL4297445,Cc1cc(Cc2c(C)nn(CCC(=O)O)c2C)c2c(c1O)CCC2,S1
CHEMBL4297447,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,S1
CHEMBL4297448,c1ccc(-c2cc(-c3ccncc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1,S1
CHEMBL4297449,CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,S1
CHEMBL4297450,COc1cc(CO)ccc1O,S1
CHEMBL4297451,CC[C@@H](C)Nc1cc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(N)=O,S1
CHEMBL4297452,C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,S1
CHEMBL4297454,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,S1
CHEMBL4298415,[76BrH],S1
CHEMBL4298290,CC(C)(C)NCC(O)COc1cccc2[nH]ccc12,S1
CHEMBL4297254,CS(=O)(=O)O.N=C(NCCCCc1ccc(OCC(O)CO)cc1)NC(=O)c1nc(Cl)c(N)nc1N,S1
CHEMBL4297265,O=C([O-])C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12.[Na+],S1
CHEMBL4296821,CCOC(=O)/C(C#N)=C\c1c[nH]c2ccccc12,S1
CHEMBL4296822,COC(=O)C1=C(C(=O)OC)[C@@H]2CCC[C@H]1[C@H]1[C@@H]2N=NN1c1ccccc1,S1
CHEMBL4296823,O=c1cc(-c2ccccc2)[nH]c2cc(-c3ccco3)nn12,S1
CHEMBL4296824,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)c3n[nH]cc3C[C@@H]12,S1
CHEMBL4297075,CC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(OC)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,S1
CHEMBL4297082,CCCCCCCCCCCCCC(=O)O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(OCc5ccccc5)c5c4[C@@]2(CCN3C)[C@H]1O5,S1
CHEMBL4297085,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.O=P(O)(O)O,S1
CHEMBL4297086,CC(C)CN1C[C@@H]2CN(C(C)C)C[C@@H](C1)C21CCCCC1,S1
CHEMBL4297266,CCCCC[C@@H](O)/C=C/c1ccccc1/C=C/[C@@H](O)[C@@H](O)CCCC(=O)O,S1
CHEMBL4297267,CSCO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C,S1
CHEMBL4297268,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,S1
CHEMBL4297287,COc1ccc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)cc1OC1CCCC1,S1
CHEMBL4297289,CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,S1
CHEMBL4296825,C=C1S/C(=N\c2c(C)cccc2Cl)N(C(=O)c2sc3ccccc3c2Cl)C12CCCCC2,S1
CHEMBL4296826,O=C(Cn1nnc(N2CCCCC2)n1)N/N=C/c1ccccc1O,S1
CHEMBL4296827,O=C1OC(CN(Cc2ccccc2)Cc2ccccc2)CN1/N=C/c1ccc([N+](=O)[O-])o1,S1
CHEMBL4296828,CC12CCC3C(CCC4Cc5[nH]c6ccccc6c5CC43C)C1CCC2O,S1
CHEMBL4296830,CC1CO/C(=C2\C(=O)OCC2C)C1,S1
CHEMBL4296831,Cn1c2c(sc1=O)CCC2,S1
CHEMBL4296832,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=C/C1=N\O,S1
CHEMBL4296833,Cc1ccc(/N=N/c2c(N)nn(-c3ccccc3)c2N)cc1,S1
CHEMBL4296835,Oc1ccc(/N=N/c2nccs2)c(O)c1,S1
CHEMBL4296841,Cc1ccc(/N=N\c2c(O)ccc3[nH]nnc23)cc1,S1
CHEMBL4296842,C(=N/N=c1\nnn(Cc2ccccc2)[nH]1)\c1ccccc1,S1
CHEMBL4296843,CCN(CC)CCNC(=O)c1ccc(NCN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)cc1,S1
CHEMBL4296844,CO/N=C1/C=C(C)C(=O)C(C)=C1C,S1
CHEMBL4296845,COc1ccc(/N=N/c2c(N)n[nH]c2N)cc1,S1
CHEMBL4296846,COc1cc(/N=N/c2ccccc2C(=O)O)ccc1O,S1
CHEMBL4296847,Cc1cc(-c2ccc(N3C(=O)CC4(CCCC4)C3=O)c(C)c2)ccc1N1C(=O)CC2(CCCC2)C1=O,S1
CHEMBL4296848,CCOC(=O)C1(C#N)C(=O)CS/C1=N/c1ccccc1Cl,S1
CHEMBL4296850,NC(=O)c1ccc(/N=N/c2c(O)c3ccccc3[nH]c2=O)cc1,S1
CHEMBL4296851,COc1ccc(C2OC3=Nc4cc(C)c(C)cc4NC3=C2O)cc1,S1
CHEMBL4296852,Cc1cc(=O)n2nc(-c3ccc(C(C)(C)C)cc3)cc2[nH]1,S1
CHEMBL4296853,C=CCOC(=O)/C=C\C(=O)NC(N)=O,S1
CHEMBL4296855,Oc1ccc(/N=N/c2ccccc2)c(O)c1/N=N/c1ccccc1,S1
CHEMBL4296856,CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,S1
CHEMBL4296857,CC1CC(O)C2C3(C)CCCC2(COC3=O)C12CCC1(CCOC1=O)O2,S1
CHEMBL4296858,CC1=NC2=CC=CC3=NC(C(Cl)(Cl)Cl)=NC(=N1)N23,S1
CHEMBL4296859,COc1ccn(C2CCCCO2)c(=O)n1,S1
CHEMBL4298329,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,S1
CHEMBL4298429,I.I.OCCC1=CN(Cc2cccc(CN3C=C(CCO)NC3)n2)CN1,S1
CHEMBL4298435,F[AsH](F)(F)(F)(F)F,S1
CHEMBL4297478,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12,S1
CHEMBL4297479,C[C@@H](O)c1nnc([C@H]2C[C@H](NC(=O)c3cc(-c4ccccc4)no3)C2)o1,S1
CHEMBL4297480,O=C(Nc1ccc(F)cc1)c1cnc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,S1
CHEMBL4297481,Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21,S1
CHEMBL4297485,Cc1ccncc1N1CCN(c2ccnc(Cl)c2)C1=O,S1
CHEMBL4297486,C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)c(F)c4F)nc23)c1,S1
CHEMBL4296959,COc1c(/C=N/NC(N)=O)c(OC)c(OC)c2c1CCO2,S1
CHEMBL4296960,O[C@@H](c1cc(-c2ccc(C(F)(F)F)cc2)nc(C(F)(F)F)c1)[C@H]1CCCCN1,S1
CHEMBL4296961,Cc1nc(C)c(C(=O)N/N=C/c2ccc(N(CCCl)CCCl)cc2)s1,S1
CHEMBL4296964,CC(C)(C)n1nc(C2CC2)cc1NC(=O)Nc1ccccc1,S1
CHEMBL4296965,CC1(C)CC2(C)OC2C2(C1)N=N/C(=N/c1ccccc1)O2,S1
CHEMBL4293917,CC(N)c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,S1
CHEMBL4296681,CCNCCCNC/C=C\CNCCCNCC.Cl.Cl.Cl.Cl,S1
CHEMBL4296682,CCN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@@H]3C(C)(C)C(=O)Nc2nncs2)cc1F,S1
CHEMBL4296683,CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](Nc2ncnc3nc[nH]c23)O[C@H]1[C@@H](O)CO,S1
CHEMBL4296684,COc1cc(/C=C/C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3C(CC[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@@H]3O,S1
CHEMBL4296686,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)[C@@H]1CO.Cl,S1
CHEMBL4296687,CC[C@@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O,S1
CHEMBL4296688,Cc1c2ccccc2cc2c1ccc1ccccc12,S1
CHEMBL4296689,Cc1ccc2c3ccccc3c3cccc4ccc1c2c43,S1
CHEMBL4296690,CCc1c2ccccc2cc2c1ccc1ccccc12,S1
CHEMBL4296691,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,S1
CHEMBL4296692,O=P(O)(O)OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,S1
CHEMBL4296693,CCN(C)Cc1ccc(/C=C/C(=O)c2cc(OC)c(OC)cc2O)cc1,S1
CHEMBL4296694,CCN(CC)Cc1ccc(/C=C/C(=O)c2cc(OC)c(OC)cc2O)cc1,S1
CHEMBL4296695,CCN(CC)Cc1cccc(/C=C/C(=O)c2cc(OC)c(OC)cc2O)c1,S1
CHEMBL4296696,COc1cc(O)c(C(=O)/C=C/c2ccc(CN3CCCC3)cc2)cc1OC,S1
CHEMBL4296697,COc1cc(O)c(C(=O)/C=C/c2cccc(CN3CCCC3)c2)cc1OC,S1
CHEMBL4296698,COc1cc(O)c(C(=O)/C=C/c2ccc(CN3CCCCC3)cc2)cc1OC,S1
CHEMBL4296699,CCN(C)Cc1ccc(-c2cc(=O)c3cc(OC)c(OC)cc3o2)cc1,S1
CHEMBL4296700,CCN(CC)Cc1ccc(-c2cc(=O)c3cc(OC)c(OC)cc3o2)cc1,S1
CHEMBL4296701,CCN(CC)Cc1cccc(-c2cc(=O)c3cc(OC)c(OC)cc3o2)c1,S1
CHEMBL4296702,COc1cc2oc(-c3cccc(CN4CCCC4)c3)cc(=O)c2cc1OC,S1
CHEMBL4296703,COc1cc2oc(-c3ccc(CN4CCCCC4)cc3)cc(=O)c2cc1OC,S1
CHEMBL4296704,CCN(C)Cc1ccc(C2CC(=O)c3cc(OC)c(OC)cc3O2)cc1,S1
CHEMBL4296705,CCN(CC)Cc1ccc(C2CC(=O)c3cc(OC)c(OC)cc3O2)cc1,S1
CHEMBL4296706,CCN(CC)Cc1cccc(C2CC(=O)c3cc(OC)c(OC)cc3O2)c1,S1
CHEMBL4296707,COc1cc2c(cc1OC)C(=O)CC(c1ccc(CN3CCCC3)cc1)O2,S1
CHEMBL4296708,COc1cc2c(cc1OC)C(=O)CC(c1cccc(CN3CCCC3)c1)O2,S1
CHEMBL4297487,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)CCCCCCNC(C)=O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C1=O,S1
CHEMBL4297488,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,S1
CHEMBL4297489,Cc1nn(C)cc1CN1CCC(c2ccc(C(=O)Nc3ccccc3N)cc2)CC1,S1
CHEMBL4297490,[2H]C([2H])([2H])NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,S1
CHEMBL4297491,C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3F)C(=O)N(Cc3cccc(N4CC(N5CCN(CC)CC5)C4)n3)C[C@@H]2N1C(=O)NCc1ccccc1,S1
CHEMBL4296861,COC1=CC(C)C2CC3OC(O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,S1
CHEMBL4296863,ClC(Cl)(Cl)C1=Nc2c(nnn2Cc2ccccc2)CN1,S1
CHEMBL4296864,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)CCc2cc(OC)c(OC)c(OC)c2)C1OC,S1
CHEMBL4296865,N#Cc1n[nH]c2nc[nH]c(=O)c12,S1
CHEMBL4296866,COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC(=O)[C@@]4(C(C)C)O[C@H]4[C@]3(O)CC[C@@H]12,S1
CHEMBL4296868,CC12C(=O)C=CCC1=CCC1C2CCC2(O)C(=O)OC3(C)C4CC5(C)C(COC16OC23C5C6=O)C(=O)O4,S1
CHEMBL4296967,C=C1C(=O)OC2CC1C(O)C/C(C)=C/CC/C(C)=C/C(O)CC2C,S1
CHEMBL4296968,CC1=CC(C)(C(Cl)(Cl)Cl)C(C)=C/C1=N/O,S1
CHEMBL4296969,COC1CC2/C=C(C)\C=C\C=C\C(=O)NC(c3ccccc3)C/C=C/CCC(O)CC(=O)C2=C1O,S1
CHEMBL4296970,Cc1cc(O)cc2c1[C@H]1CC[C@]3(C)C(=O)CC[C@H]3[C@@H]1C=C2,S1
CHEMBL4296971,O=C(/C=C/c1ccc(Cl)s1)c1ccc(Cl)s1,S1
CHEMBL4296972,CC(=O)Nc1cccc([As](=O)(c2cccc(NC(C)=O)c2)c2cccc(NC(C)=O)c2)c1,S1
CHEMBL4298232,CCNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O)[C@@H](C)CC,S1
CHEMBL4298233,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O)[C@@H](C)CC)C(=O)NCC,S1
CHEMBL4298234,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC)[C@@H](C)CC,S1
CHEMBL4298235,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC,S1
CHEMBL4298236,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NC(C)C)[C@@H](C)CC,S1
CHEMBL4298237,CCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(=O)CCC(=O)O)C(C)C)[C@H](C)CC)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC,S1
CHEMBL4298238,CCC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(C)=O)C(C)C)[C@H](C)CC)[C@@H](C)O,S1
CHEMBL4298239,CCC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC)[C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(=O)CCC(=O)O)C(C)C)[C@H](C)CC)[C@@H](C)O,S1
CHEMBL4298240,CCC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NC(C)C)[C@@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN(C)C(=O)CCC(=O)O)C(C)C)[C@H](C)CC)[C@@H](C)O,S1
CHEMBL4298242,CC(=O)NCCC(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC1(C)CCCCCC/C=C\CCCC(C)(C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC1=O)C(C)O,S1
CHEMBL4296709,COc1cc2c(cc1OC)C(=O)CC(c1ccc(CN3CCCCC3)cc1)O2,S1
CHEMBL4296710,CCN(C)Cc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1,S1
CHEMBL4296711,CCN(CC)Cc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1,S1
CHEMBL4296712,CCN(CC)Cc1cccc(-c2coc3cc(OC)c(OC)cc3c2=O)c1,S1
CHEMBL4296713,COc1cc2occ(-c3ccc(CN4CCCC4)cc3)c(=O)c2cc1OC,S1
CHEMBL4296714,COc1cc2occ(-c3cccc(CN4CCCC4)c3)c(=O)c2cc1OC,S1
CHEMBL4296715,COc1cc2occ(-c3ccc(CN4CCCCC4)cc3)c(=O)c2cc1OC,S1
CHEMBL4296716,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2SCCN2C(=O)[C@H](Cc2cnc[nH]2)NC1=O,S1
CHEMBL4296717,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,S1
CHEMBL4296718,Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C#N)cc2)cn1,S1
CHEMBL4296719,O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O,S1
CHEMBL4296720,CN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl,S1
CHEMBL4296721,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296722,COCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl,S1
CHEMBL4296723,COCCCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl,S1
CHEMBL4296724,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(CC(F)(F)F)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296725,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(C[C@H]4CCCO4)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296726,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(Cc4ccco4)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296727,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(CC(F)F)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296728,CCOCCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl,S1
CHEMBL4296729,Cl.Cl.Oc1ccc2c(c1)[C@]13CCN(CC4(O)CC4)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,S1
CHEMBL4296730,CCCN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13.Cl.Cl,S1
